"","status","frei_datum","auftr_nr","mat_nr","charge","met_d_nr","mat_bez","chargengroesse","anzahl_muster","aql_aql","aql_niveau","R-P001","R-P026","R-P027","R-P028","R-P029","order","newn","NewN20","kfac","pfac","fsfac","dose_lsl","itime_usl","npos_usl","act_lsl","act_usl","idepth_lsl","idepth_usl"
"9140","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-09-14 09:40:53,"000194778","0000874679","3F298",78,"JUPITER",49215,500,"0,25","II",2.099,15.15,7.34,6.55,6.182,11199,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9141","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-09-14 09:40:53,"000194778","0000874679","3F298",79,"JUPITER",49215,500,"0,25","II",2.1229,15.24,7.5,6.34,6.345,11200,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9142","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-09-14 09:40:53,"000194778","0000874679","3F298",80,"JUPITER",49215,500,"0,25","II",2.1021,15.52,7.31,6.76,5.941,11201,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9143","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-09-14 09:40:53,"000194778","0000874679","3F298",81,"JUPITER",49215,500,"0,25","II",2.1208,14.84,6.9,6.5,6.22,11202,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9144","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-09-14 09:40:53,"000194778","0000874679","3F298",82,"JUPITER",49215,500,"0,25","II",2.1176,15.61,7.16,6.57,6.137,11203,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9145","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-09-14 09:40:53,"000194778","0000874679","3F298",83,"JUPITER",49215,500,"0,25","II",2.1025,15.45,7.45,6.24,6.431,11204,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9146","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-09-14 09:40:53,"000194778","0000874679","3F298",84,"JUPITER",49215,500,"0,25","II",2.1135,15.67,6.52,6.49,6.222,11205,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9147","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-09-14 09:40:53,"000194778","0000874679","3F298",85,"JUPITER",49215,500,"0,25","II",2.0931,15.33,6.77,6.5,6.216,11206,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9148","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-09-14 09:40:53,"000194778","0000874679","3F298",86,"JUPITER",49215,500,"0,25","II",2.1108,15.41,6.95,6.59,6.114,11207,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9149","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-09-14 09:40:53,"000194778","0000874679","3F298",87,"JUPITER",49215,500,"0,25","II",2.1164,14.87,6.84,6.45,6.269,11208,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9150","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-09-14 09:40:53,"000194778","0000874679","3F298",88,"JUPITER",49215,500,"0,25","II",2.1121,14.67,6.65,6.62,6.066,11209,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9151","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-09-14 09:40:53,"000194778","0000874679","3F298",89,"JUPITER",49215,500,"0,25","II",2.1192,15.29,6.65,6.71,5.967,11210,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9152","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-09-14 09:40:53,"000194778","0000874679","3F298",90,"JUPITER",49215,500,"0,25","II",2.1076,15.91,6.85,6.67,6.039,11211,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9153","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-09-14 09:40:53,"000194778","0000874679","3F298",91,"JUPITER",49215,500,"0,25","II",2.1255,16.98,7.15,6.55,6.122,11212,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9154","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",195,"JUPITER",7142,315,"0,25","II",2.1162,15.53,6.54,6.74,5.964,11213,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9155","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",196,"JUPITER",7142,315,"0,25","II",2.1157,15.85,6.62,7.09,5.602,11214,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9156","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",197,"JUPITER",7142,315,"0,25","II",2.1388,15.98,7.13,6.86,5.871,11215,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9157","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",198,"JUPITER",7142,315,"0,25","II",2.1128,15.77,6.44,7.03,5.667,11216,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9158","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",199,"JUPITER",7142,315,"0,25","II",2.127,16.75,6.61,7.18,5.541,11217,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9159","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",200,"JUPITER",7142,315,"0,25","II",2.1325,15.61,6.78,6.91,5.787,11218,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9160","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",201,"JUPITER",7142,315,"0,25","II",2.1278,16.66,7.16,6.96,5.8,11219,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9161","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",202,"JUPITER",7142,315,"0,25","II",2.1272,16.42,6.92,7.12,5.602,11220,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9162","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",203,"JUPITER",7142,315,"0,25","II",2.1165,16.45,7.01,6.98,5.769,11221,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9163","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",204,"JUPITER",7142,315,"0,25","II",2.1186,16.24,7.08,7.13,5.574,11222,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9164","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",205,"JUPITER",7142,315,"0,25","II",2.1206,16.32,7.15,6.95,5.781,11223,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9165","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",206,"JUPITER",7142,315,"0,25","II",2.1227,16.29,6.75,7.09,5.66,11224,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9166","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",207,"JUPITER",7142,315,"0,25","II",2.1092,16.11,6.59,7.04,5.708,11225,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9167","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",208,"JUPITER",7142,315,"0,25","II",2.1276,16.04,6.87,6.81,5.882,11226,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9168","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",209,"JUPITER",7142,315,"0,25","II",2.1213,15.98,7.1,6.84,5.869,11227,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9169","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",210,"JUPITER",7142,315,"0,25","II",2.1185,16.12,6.88,6.99,5.77,11228,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9170","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",211,"JUPITER",7142,315,"0,25","II",2.1216,16.3,6.43,6.79,5.921,11229,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9171","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",212,"JUPITER",7142,315,"0,25","II",2.1168,15.73,6.57,6.98,5.775,11230,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9172","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",213,"JUPITER",7142,315,"0,25","II",2.1255,16.16,6.68,6.76,5.976,11231,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9173","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",214,"JUPITER",7142,315,"0,25","II",2.1198,15.97,6.54,7.16,5.53,11232,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9174","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",215,"JUPITER",7142,315,"0,25","II",2.1026,16.39,6.53,6.94,5.75,11233,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9175","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",216,"JUPITER",7142,315,"0,25","II",2.1253,16.54,6.92,7.07,5.638,11234,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9176","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",217,"JUPITER",7142,315,"0,25","II",2.1151,16.15,6.65,6.91,5.773,11235,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9177","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",218,"JUPITER",7142,315,"0,25","II",2.114,15.27,6.44,7,5.763,11236,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9178","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",219,"JUPITER",7142,315,"0,25","II",2.1301,16.71,6.62,6.97,5.758,11237,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9179","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",220,"JUPITER",7142,315,"0,25","II",2.1278,15.76,6.58,6.87,5.876,11238,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9180","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",221,"JUPITER",7142,315,"0,25","II",2.1331,16.6,6.76,6.79,5.869,11239,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9181","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",222,"JUPITER",7142,315,"0,25","II",2.1223,15.76,6.64,6.97,5.736,11240,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9182","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",223,"JUPITER",7142,315,"0,25","II",2.1303,16.4,6.81,6.73,5.973,11241,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9183","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",224,"JUPITER",7142,315,"0,25","II",2.1238,16.48,6.53,6.79,5.953,11242,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9184","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",225,"JUPITER",7142,315,"0,25","II",2.1308,16.22,7.18,6.89,5.819,11243,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9185","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",226,"JUPITER",7142,315,"0,25","II",2.1202,16.1,6.98,7.14,5.566,11244,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9186","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",227,"JUPITER",7142,315,"0,25","II",2.1148,16.08,6.78,6.97,5.748,11245,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9187","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",228,"JUPITER",7142,315,"0,25","II",2.107,16.64,6.41,6.82,5.876,11246,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9188","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",229,"JUPITER",7142,315,"0,25","II",2.1172,16.71,6.5,6.94,5.809,11247,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9189","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",230,"JUPITER",7142,315,"0,25","II",2.1072,15.81,6.43,6.9,5.804,11248,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9190","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",231,"JUPITER",7142,315,"0,25","II",2.1196,16.44,6.42,6.97,5.767,11249,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9191","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",232,"JUPITER",7142,315,"0,25","II",2.101,16.38,6.45,6.9,5.788,11250,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9192","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",233,"JUPITER",7142,315,"0,25","II",2.1101,15.83,6.77,6.9,5.802,11251,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9193","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",234,"JUPITER",7142,315,"0,25","II",2.1208,16.32,6.79,6.93,5.746,11252,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9194","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",235,"JUPITER",7142,315,"0,25","II",2.1256,16.18,7.22,6.97,5.778,11253,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9195","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",236,"JUPITER",7142,315,"0,25","II",2.115,16.4,6.68,7.05,5.717,11254,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9196","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",237,"JUPITER",7142,315,"0,25","II",2.1199,16.51,6.6,6.97,5.795,11255,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9197","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",238,"JUPITER",7142,315,"0,25","II",2.1159,16.93,6.49,6.81,5.878,11256,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9198","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",239,"JUPITER",7142,315,"0,25","II",2.1332,16.15,6.41,6.9,5.831,11257,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9199","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",240,"JUPITER",7142,315,"0,25","II",2.1307,15.6,6.62,7.16,5.541,11258,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9200","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",241,"JUPITER",7142,315,"0,25","II",2.1006,17.06,7.27,6.82,5.943,11259,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9201","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",242,"JUPITER",7142,315,"0,25","II",2.0944,16.03,6.27,7.06,5.665,11260,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9202","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",243,"JUPITER",7142,315,"0,25","II",2.1221,16.25,6.56,6.97,5.781,11261,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9203","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",244,"JUPITER",7142,315,"0,25","II",2.108,15.65,6.55,6.94,5.768,11262,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9204","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",245,"JUPITER",7142,315,"0,25","II",2.1181,16.35,6.92,7.1,5.613,11263,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9205","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",246,"JUPITER",7142,315,"0,25","II",2.1345,16.56,6.82,6.91,5.83,11264,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9206","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",247,"JUPITER",7142,315,"0,25","II",2.1131,16.26,6.54,7.35,5.343,11265,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9207","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",248,"JUPITER",7142,315,"0,25","II",2.1119,16.51,6.93,7.1,5.616,11266,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9208","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",249,"JUPITER",7142,315,"0,25","II",2.119,16.23,6.49,6.85,5.876,11267,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9209","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",250,"JUPITER",7142,315,"0,25","II",2.121,16.26,6.47,6.95,5.807,11268,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9210","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",251,"JUPITER",7142,315,"0,25","II",2.112,15.96,6.57,6.89,5.824,11269,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9211","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",252,"JUPITER",7142,315,"0,25","II",2.1132,15.89,6.89,6.79,5.88,11270,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9212","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",253,"JUPITER",7142,315,"0,25","II",2.1135,16.42,7.11,6.82,5.899,11271,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9213","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",254,"JUPITER",7142,315,"0,25","II",2.1174,15.77,6.59,6.99,5.736,11272,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9214","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",255,"JUPITER",7142,315,"0,25","II",2.1404,16.13,7.15,7.12,5.636,11273,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9215","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-08-07 10:21:40,"000193847","0000874676","3F290",256,"JUPITER",7142,315,"0,25","II",2.1294,16.47,7.1,6.89,5.863,11274,60,62,2.573,0.00415,0.18,2,15,4.6,3,24,4,8
"9216","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",149,"JUPITER",84546,502,"0,25","II",2.1204,17.81,6.67,6.83,5.932,11275,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9217","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",150,"JUPITER",84546,502,"0,25","II",2.142,18.05,6.89,6.84,5.97,11276,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9218","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",151,"JUPITER",84546,502,"0,25","II",2.1116,15.79,6.82,6.86,5.942,11277,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9219","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",152,"JUPITER",84546,502,"0,25","II",2.1326,16.94,6.9,7.01,5.796,11278,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9220","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",153,"JUPITER",84546,502,"0,25","II",2.1206,17.58,6.79,6.94,5.845,11279,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9221","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",154,"JUPITER",84546,502,"0,25","II",2.1242,17.3,7.17,6.96,5.769,11280,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9222","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",155,"JUPITER",84546,502,"0,25","II",2.1005,18.57,6.82,6.91,5.882,11281,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9223","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",156,"JUPITER",84546,502,"0,25","II",2.1052,18.41,6.62,7,5.776,11282,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9224","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",157,"JUPITER",84546,502,"0,25","II",2.1213,18.15,6.37,6.64,6.143,11283,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9225","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",158,"JUPITER",84546,502,"0,25","II",2.1201,18.27,6.4,6.86,5.922,11284,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9226","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",159,"JUPITER",84546,502,"0,25","II",2.1258,18.23,6.57,6.87,5.919,11285,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9227","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",160,"JUPITER",84546,502,"0,25","II",2.1128,17.5,6.87,6.91,5.852,11286,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9228","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",161,"JUPITER",84546,502,"0,25","II",2.1141,17.25,6.72,6.86,5.916,11287,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9229","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",162,"JUPITER",84546,502,"0,25","II",2.1275,17.76,6.21,6.75,6.065,11288,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9230","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",163,"JUPITER",84546,502,"0,25","II",2.1209,18.56,6.78,6.72,6.035,11289,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9231","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",164,"JUPITER",84546,502,"0,25","II",2.1178,17.5,6.25,6.83,5.935,11290,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9232","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",165,"JUPITER",84546,502,"0,25","II",2.1189,17.75,6.55,7.07,5.719,11291,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9233","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",166,"JUPITER",84546,502,"0,25","II",2.1108,17.45,6.29,6.97,5.811,11292,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9234","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",167,"JUPITER",84546,502,"0,25","II",2.1296,17.87,6.84,6.8,5.914,11293,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9235","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",168,"JUPITER",84546,502,"0,25","II",2.1105,17.83,6.61,6.7,6.083,11294,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9236","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",169,"JUPITER",84546,502,"0,25","II",2.101,18.21,6.92,6.94,5.883,11295,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9237","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",170,"JUPITER",84546,502,"0,25","II",2.1205,17.58,6.79,6.77,5.994,11296,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9238","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",171,"JUPITER",84546,502,"0,25","II",2.1111,18.44,6.96,6.99,5.796,11297,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9239","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",172,"JUPITER",84546,502,"0,25","II",2.1163,17.48,6.87,6.86,5.908,11298,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9240","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",173,"JUPITER",84546,502,"0,25","II",2.1112,17.59,6.62,6.9,5.881,11299,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
"9241","[k_F, p_f, r_f, m_F, md_f, z_f]",2023-06-29 16:20:37,"000189995","0000874676","3F263",174,"JUPITER",84546,502,"0,25","II",2.1142,18.53,6.79,6.67,6.186,11300,110,114,2.449,0.006602,0.18,2,15,4.6,3,24,4,8
